市場,證券代號,證券名稱,外資_買進,外資_賣出,外資_買賣超,投信_買進,投信_賣出,投信_買賣超,自營_買進,自營_賣出,自營_買賣超
TPEX,731838,台燿永豐49購03,0,0,0,0,0,0,0,16000,-16000
TPEX,731839,系微永豐49購02,0,0,0,0,0,0,36000,36000,0
TPEX,731840,鈊象永豐4A購03,0,0,0,0,0,0,47000,123000,-76000
TPEX,731843,力旺元大49購03,0,0,0,0,0,0,12000,0,12000
TPEX,731844,力旺元大4A購01,0,0,0,0,0,0,11000,2000,9000
TPEX,731846,系微元大49購01,0,0,0,0,0,0,10000,206000,-196000
TPEX,731849,鈊象元大49購24,0,0,0,0,0,0,20000,6000,14000
TPEX,731850,鈊象元大4A購08,0,0,0,0,0,0,2000,6000,-4000
TPEX,731851,鈊象元大51購07,0,0,0,0,0,0,10000,0,10000
TPEX,731855,營邦元大49購03,0,0,0,0,0,0,0,156000,-156000
TPEX,731856,雙鴻元大49購08,0,0,0,0,0,0,6000,158000,-152000
TPEX,731857,雙鴻元大4B購01,0,0,0,0,0,0,0,135000,-135000
TPEX,731858,雙鴻元大51購02,0,0,0,0,0,0,5000,37000,-32000
TPEX,731859,鏵友益元大49購03,0,0,0,0,0,0,0,100000,-100000
TPEX,731860,茂訊台新49購01,0,0,0,0,0,0,0,11000,-11000
TPEX,731862,茂訊第一49購01,0,0,0,0,0,0,28000,0,28000
TPEX,731863,家登第一49購01,0,0,0,0,0,0,0,34000,-34000
TPEX,731868,茂綸國票4A購01,0,0,0,0,0,0,0,5000,-5000
TPEX,731870,弘塑富邦4A購01,0,0,0,0,0,0,113000,25000,88000
TPEX,731871,茂訊富邦49購01,0,0,0,0,0,0,0,20000,-20000
TPEX,731873,茂訊統一55購01,0,0,0,0,0,0,40000,56000,-16000
TPEX,731874,茂訊統一59購01,0,0,0,0,0,0,0,52000,-52000
TPEX,731875,富喬統一57購01,0,0,0,0,0,0,0,5000,-5000
TPEX,731876,鈊象統一53購02,0,0,0,0,0,0,3000,0,3000
TPEX,731879,波若威凱基4A購01,0,0,0,0,0,0,66000,106000,-40000
TPEX,731880,信紘科凱基4A購01,0,0,0,0,0,0,61000,0,61000
TPEX,731881,茂訊凱基4B購01,0,0,0,0,0,0,70000,25000,45000
TPEX,731883,鈊象凱基49購07,0,0,0,0,0,0,30000,81000,-51000
TPEX,731886,雙鴻凱基49購07,0,0,0,0,0,0,0,1000,-1000
TPEX,731888,茂訊元富49購01,0,0,0,0,0,0,67000,22000,45000
TPEX,731890,群聯元富4A購08,0,0,0,0,0,0,0,44000,-44000
TPEX,731891,群聯元富53購01,0,0,0,0,0,0,80000,0,80000
TPEX,731892,金山電中信49購01,0,0,0,0,0,0,0,36000,-36000
TPEX,731893,茂迪永豐49購01,0,0,0,0,0,0,30000,0,30000
TPEX,731894,茂綸永豐4A購01,0,0,0,0,0,0,26000,49000,-23000
TPEX,731895,振曜永豐4B購02,0,0,0,0,0,0,0,51000,-51000
TPEX,731896,台燿群益49購02,0,0,0,0,0,0,96000,14000,82000
TPEX,731904,系微元大49購02,0,0,0,0,0,0,0,156000,-156000
TPEX,731905,威剛元大49購12,0,0,0,0,0,0,0,76000,-76000
TPEX,731906,茂訊元大49購01,0,0,0,0,0,0,1000,0,1000
TPEX,731908,湧德元大49購05,0,0,0,0,0,0,77000,50000,27000
TPEX,731909,鈊象元大49購25,0,0,0,0,0,0,0,1000,-1000
TPEX,731911,雙鴻元大49購09,0,0,0,0,0,0,35000,0,35000
TPEX,731912,茂綸第一49購01,0,0,0,0,0,0,52000,53000,-1000
TPEX,731913,千附精國票4B購01,0,0,0,0,0,0,4000,95000,-91000
TPEX,731915,茂綸國票4A購04,0,0,0,0,0,0,0,30000,-30000
TPEX,731918,旺矽國泰4A購03,0,0,0,0,0,0,10000,12000,-2000
TPEX,731920,茂綸國泰4A購01,0,0,0,0,0,0,52000,20000,32000
TPEX,731924,弘塑元富4A購02,0,0,0,0,0,0,0,42000,-42000
TPEX,731927,立碁元富4C購01,0,0,0,0,0,0,0,107000,-107000
TPEX,731930,茂綸元富4A購03,0,0,0,0,0,0,782000,1200000,-418000
TPEX,731932,千附精永豐4A購01,0,0,0,0,0,0,105000,41000,64000
TPEX,731933,威剛永豐4A購02,0,0,0,0,0,0,21000,110000,-89000
TPEX,731934,茂綸永豐4C購01,0,0,0,0,0,0,345000,320000,25000
TPEX,731936,千附精凱基49購01,0,0,0,0,0,0,90000,68000,22000
TPEX,731938,台燿凱基49購03,0,0,0,0,0,0,95000,224000,-129000
TPEX,731939,旺矽凱基49購03,0,0,0,0,0,0,26000,69000,-43000
TPEX,731940,信紘科凱基49購01,0,0,0,0,0,0,0,12000,-12000
TPEX,731941,茂迪凱基4A購01,0,0,0,0,0,0,0,24000,-24000
TPEX,731942,茂綸凱基4A購01,0,0,0,0,0,0,100000,141000,-41000
TPEX,731943,神準凱基49購03,0,0,0,0,0,0,166000,23000,143000
TPEX,731946,系微統一53購03,0,0,0,0,0,0,0,10000,-10000
TPEX,731949,茂綸統一59購02,0,0,0,0,0,0,1000,0,1000
TPEX,731953,中光電群益49購03,0,0,0,0,0,0,2000,0,2000
TPEX,731954,良維群益49購04,0,0,0,0,0,0,0,158000,-158000
TPEX,731957,波若威群益4A購02,0,0,0,0,0,0,53000,0,53000
TPEX,731960,茂訊群益4B購01,0,0,0,0,0,0,120000,0,120000
TPEX,731963,鈊象群益49購09,0,0,0,0,0,0,17000,4000,13000
TPEX,731964,萬泰科群益49購02,0,0,0,0,0,0,0,20000,-20000
TPEX,731967,良維元大49購05,0,0,0,0,0,0,0,141000,-141000
TPEX,731969,茂訊元大49購02,0,0,0,0,0,0,10000,0,10000
TPEX,731970,茂綸元大49購01,0,0,0,0,0,0,11000,0,11000
TPEX,731971,茂綸元大49購02,0,0,0,0,0,0,10000,217000,-207000
TPEX,731975,鈊象元大49購28,0,0,0,0,0,0,155000,221000,-66000
TPEX,731977,鈊象元大51購08,0,0,0,0,0,0,0,50000,-50000
TPEX,731979,聰泰元大49購02,0,0,0,0,0,0,0,281000,-281000
TPEX,731980,雙鴻元大4B購02,0,0,0,0,0,0,15000,0,15000
TPEX,731985,崧騰國票4A購04,0,0,0,0,0,0,0,275000,-275000
TPEX,731988,千附精凱基51購01,0,0,0,0,0,0,38000,24000,14000
TPEX,731990,系微凱基49購03,0,0,0,0,0,0,5000,0,5000
TPEX,731992,信紘科凱基49購02,0,0,0,0,0,0,0,32000,-32000
TPEX,731993,統振凱基49購01,0,0,0,0,0,0,20000,20000,0
TPEX,731995,鈊象凱基4B購03,0,0,0,0,0,0,37000,61000,-24000
TPEX,731998,雙鴻凱基51購01,0,0,0,0,0,0,46000,7000,39000
TPEX,732000,台燿群益49購03,0,0,0,0,0,0,153000,205000,-52000
TPEX,732002,旺矽群益49購05,0,0,0,0,0,0,61000,107000,-46000
TPEX,732003,欣銓群益49購05,0,0,0,0,0,0,25000,0,25000
TPEX,732004,信紘科群益4A購02,0,0,0,0,0,0,1000,0,1000
TPEX,732005,高鋒群益4B購01,0,0,0,0,0,0,0,39000,-39000
TPEX,732007,鈊象群益49購10,0,0,0,0,0,0,0,5000,-5000
TPEX,732011,千附精元富53購01,0,0,0,0,0,0,100000,75000,25000
TPEX,732013,巨有元富4A購01,0,0,0,0,0,0,0,19000,-19000
TPEX,732018,信立元富4C購01,0,0,0,0,0,0,8000,32000,-24000
TPEX,732020,萬泰科元富53購01,0,0,0,0,0,0,11000,0,11000
TPEX,732024,原相永豐4B購02,0,0,0,0,0,0,4000,3000,1000
TPEX,732025,家登永豐49購01,0,0,0,0,0,0,0,117000,-117000
TPEX,732026,振曜永豐4B購03,0,0,0,0,0,0,64000,46000,18000
TPEX,732027,博智永豐49購02,0,0,0,0,0,0,0,37000,-37000
TPEX,732028,僑威永豐49購01,0,0,0,0,0,0,0,30000,-30000
TPEX,732030,立碁元大49購02,0,0,0,0,0,0,14000,0,14000
TPEX,732031,信立元大4C購01,0,0,0,0,0,0,8000,0,8000
TPEX,732032,信紘科元大49購05,0,0,0,0,0,0,163000,0,163000
TPEX,732035,高鋒元大49購01,0,0,0,0,0,0,30000,216000,-186000
TPEX,732037,鈊象元大4B購07,0,0,0,0,0,0,0,69000,-69000
TPEX,732038,鈊象元大51購09,0,0,0,0,0,0,0,51000,-51000
TPEX,732044,雙鴻元大4C購02,0,0,0,0,0,0,0,69000,-69000
TPEX,732046,大綜富邦49購01,0,0,0,0,0,0,86000,120000,-34000
TPEX,732048,信立富邦4B購01,0,0,0,0,0,0,359000,254000,105000
TPEX,732050,信立統一59購01,2000,2000,0,0,0,0,343000,120000,223000
TPEX,732054,博智統一59購01,0,0,0,0,0,0,46000,101000,-55000
TPEX,732056,雙鴻統一53購01,0,0,0,0,0,0,71000,0,71000
TPEX,732057,茂訊凱基49購02,0,0,0,0,0,0,0,52000,-52000
TPEX,732058,原相凱基49購05,0,0,0,0,0,0,6000,9000,-3000
TPEX,732059,神盾凱基49購02,0,0,0,0,0,0,0,80000,-80000
TPEX,732060,康全電凱基49購02,0,0,0,0,0,0,80000,63000,17000
TPEX,732061,富喬凱基49購01,0,0,0,0,0,0,6000,46000,-40000
TPEX,732062,鈊象凱基49購09,0,0,0,0,0,0,1000,0,1000
TPEX,732064,群聯凱基49購08,0,0,0,0,0,0,0,1000,-1000
TPEX,732065,立敦國泰4A購01,0,0,0,0,0,0,0,5000,-5000
TPEX,732067,穩懋國泰4A購01,0,0,0,0,0,0,11000,0,11000
TPEX,732071,立碁國票4A購02,0,0,0,0,0,0,10000,15000,-5000
TPEX,732075,萬潤國票4A購02,0,0,0,0,0,0,23000,59000,-36000
TPEX,732084,新普中信49購01,0,0,0,0,0,0,6000,35000,-29000
TPEX,732088,信紘科永豐4C購01,0,0,0,0,0,0,37000,1000,36000
TPEX,732089,博智永豐49購03,0,0,0,0,0,0,10000,30000,-20000
TPEX,732092,中光電群益49購04,0,0,0,0,0,0,1000,15000,-14000
TPEX,732096,信紘科群益49購02,0,0,0,0,0,0,1000,0,1000
TPEX,732098,鈊象群益49購11,0,0,0,0,0,0,2000,6000,-4000
TPEX,732099,萬潤群益49購02,0,0,0,0,0,0,101000,51000,50000
TPEX,732100,精剛群益4A購01,0,0,0,0,0,0,3000,0,3000
TPEX,732101,廣運群益49購02,0,0,0,0,0,0,0,5000,-5000
TPEX,732104,鈊象富邦4A購02,0,0,0,0,0,0,0,157000,-157000
TPEX,732107,茂訊元大49購04,0,0,0,0,0,0,20000,0,20000
TPEX,732108,原相元大49購08,0,0,0,0,0,0,0,7000,-7000
TPEX,732110,鈊象元大49購29,0,0,0,0,0,0,0,170000,-170000
TPEX,732112,鈊象元大53購02,0,0,0,0,0,0,45000,127000,-82000
TPEX,732114,環球晶元大49購02,0,0,0,0,0,0,27000,0,27000
TPEX,732119,博智凱基49購03,0,0,0,0,0,0,0,48000,-48000
TPEX,732121,榮剛凱基4A購01,0,0,0,0,0,0,40000,3000,37000
TPEX,732122,精剛凱基4A購01,0,0,0,0,0,0,0,69000,-69000
TPEX,732123,錦明凱基49購01,0,0,0,0,0,0,26000,10000,16000
TPEX,732124,環球晶凱基49購05,0,0,0,0,0,0,1000,132000,-131000
TPEX,732126,穩懋凱基4A購02,0,0,0,0,0,0,7000,0,7000
TPEX,732130,波若威元富4C購01,0,0,0,0,0,0,81000,73000,8000
TPEX,732131,波若威元富53購01,0,0,0,0,0,0,80000,0,80000
TPEX,732132,威剛元富49購03,0,0,0,0,0,0,0,61000,-61000
TPEX,732133,茂訊元富4A購01,0,0,0,0,0,0,65000,0,65000
TPEX,732134,千附精中信4B購01,0,0,0,0,0,0,64000,112000,-48000
TPEX,732135,安勤永豐4A購01,0,0,0,0,0,0,0,58000,-58000
TPEX,732137,精剛永豐4A購01,0,0,0,0,0,0,35000,0,35000
TPEX,732138,台燿群益4A購03,0,0,0,0,0,0,10000,0,10000
TPEX,732143,翔名群益49購01,0,0,0,0,0,0,0,60000,-60000
TPEX,732148,千附精元大4C購01,0,0,0,0,0,0,30000,0,30000
TPEX,732154,信紘科元大49購07,0,0,0,0,0,0,83000,0,83000
TPEX,732156,茂訊元大49購05,0,0,0,0,0,0,0,74000,-74000
TPEX,732158,鈊象元大49購31,0,0,0,0,0,0,75000,0,75000
TPEX,732161,廣運元大49購01,0,0,0,0,0,0,0,56000,-56000
TPEX,732162,環球晶元大49購03,0,0,0,0,0,0,0,2000,-2000
TPEX,732163,雙鴻元大49購11,0,0,0,0,0,0,0,72000,-72000
TPEX,732166,精剛統一4C購02,0,0,0,0,0,0,42000,21000,21000
TPEX,732167,精剛統一59購01,0,0,0,0,0,0,0,16000,-16000
TPEX,732169,千附國票4A購01,0,0,0,0,0,0,72000,0,72000
TPEX,732174,波若威國票4A購02,0,0,0,0,0,0,74000,20000,54000
TPEX,732177,原相國票4A購02,0,0,0,0,0,0,0,1000,-1000
TPEX,732179,博智國票4A購01,0,0,0,0,0,0,14000,0,14000
TPEX,732181,寶雅國票4A購01,0,0,0,0,0,0,13000,38000,-25000
TPEX,732183,鈊象群益4B購03,0,0,0,0,0,0,5000,0,5000
TPEX,732185,環球晶群益49購04,0,0,0,0,0,0,40000,0,40000
TPEX,732186,雙鴻群益49購10,0,0,0,0,0,0,21000,0,21000
TPEX,732187,千附凱基49購01,0,0,0,0,0,0,0,10000,-10000
TPEX,732188,千附精凱基4B購01,0,0,0,0,0,0,40000,5000,35000
TPEX,732189,台燿凱基4B購01,0,0,0,0,0,0,110000,63000,47000
TPEX,732192,南俊凱基49購01,0,0,0,0,0,0,0,27000,-27000
TPEX,732193,茂訊凱基49購03,0,0,0,0,0,0,20000,0,20000
TPEX,732194,茂達凱基49購01,0,0,0,0,0,0,1000,0,1000
TPEX,732196,鈊象凱基49購10,0,0,0,0,0,0,20000,20000,0
TPEX,732201,欣銓台新49購01,0,0,0,0,0,0,27000,27000,0
TPEX,732202,良維元富49購02,0,0,0,0,0,0,0,127000,-127000
TPEX,732203,萬泰科元富49購01,0,0,0,0,0,0,39000,0,39000
TPEX,732205,能率永豐4B購01,0,0,0,0,0,0,36000,27000,9000
TPEX,732208,元債20國票4B購01,0,0,0,0,0,0,65000,5000,60000
TPEX,732209,世界國票4A購03,0,0,0,0,0,0,0,4000,-4000
TPEX,732210,精材國票4A購02,0,0,0,0,0,0,0,18000,-18000
TPEX,732213,萬泰科富邦49購01,0,0,0,0,0,0,30000,80000,-50000
TPEX,732214,千附統一51購01,0,0,0,0,0,0,36000,0,36000
TPEX,732217,千附統一55購01,0,0,0,0,0,0,20000,0,20000
TPEX,732218,台燿統一51購01,0,0,0,0,0,0,85000,35000,50000
TPEX,732219,台燿統一53購01,0,0,0,0,0,0,15000,0,15000
TPEX,732220,良維統一53購03,0,0,0,0,0,0,0,5000,-5000
TPEX,732222,大綜元大49購03,0,0,0,0,0,0,10000,0,10000
TPEX,732227,旺矽元大51購01,0,0,0,0,0,0,13000,78000,-65000
TPEX,732230,博智元大49購05,0,0,0,0,0,0,0,138000,-138000
TPEX,732231,鈊象元大49購32,0,0,0,0,0,0,10000,91000,-81000
TPEX,732235,群聯元大49購17,0,0,0,0,0,0,0,278000,-278000
TPEX,732236,環球晶元大4B購01,0,0,0,0,0,0,0,35000,-35000
TPEX,732237,環球晶元大4C購01,0,0,0,0,0,0,20000,30000,-10000
TPEX,732241,台燿凱基49購04,0,0,0,0,0,0,9000,1000,8000
TPEX,732242,良維凱基4B購02,0,0,0,0,0,0,0,42000,-42000
TPEX,732243,旺矽凱基49購05,0,0,0,0,0,0,0,43000,-43000
TPEX,732245,群聯凱基4B購03,0,0,0,0,0,0,0,95000,-95000
TPEX,732246,綠界*凱基51購01,0,0,0,0,0,0,20000,3000,17000
TPEX,732247,雙鴻凱基4C購01,0,0,0,0,0,0,0,15000,-15000
TPEX,732248,M31國票4A購02,0,0,0,0,0,0,2000,0,2000
TPEX,732251,博智國票49購02,0,0,0,0,0,0,20000,0,20000
TPEX,732254,順達台新49購03,0,0,0,0,0,0,24000,0,24000
TPEX,732255,M31群益49購02,0,0,0,0,0,0,0,27000,-27000
TPEX,732258,千附精群益49購01,0,0,0,0,0,0,90000,22000,68000
TPEX,732259,系微群益4B購02,0,0,0,0,0,0,49000,0,49000
TPEX,732261,原相群益4B購01,0,0,0,0,0,0,21000,101000,-80000
TPEX,732262,順達群益49購02,0,0,0,0,0,0,10000,76000,-66000
TPEX,732264,鈊象群益49購12,0,0,0,0,0,0,1000,13000,-12000
TPEX,732273,千附精統一53購01,0,0,0,0,0,0,149000,0,149000
TPEX,732274,博智統一53購03,0,0,0,0,0,0,64000,101000,-37000
TPEX,732276,榮剛統一53購01,0,0,0,0,0,0,89000,121000,-32000
TPEX,732279,順達富邦49購02,0,0,0,0,0,0,496000,2000,494000
TPEX,732280,雙鴻富邦4A購04,0,0,0,0,0,0,30000,70000,-40000
TPEX,732282,千附元大49購01,0,0,0,0,0,0,210000,0,210000
TPEX,732284,大綜元大4B購02,0,0,0,0,0,0,27000,19000,8000
TPEX,732285,元太元大49購11,0,0,0,0,0,0,0,60000,-60000
TPEX,732286,威剛元大49購16,0,0,0,0,0,0,10000,62000,-52000
TPEX,732288,順達元大4A購01,0,0,0,0,0,0,0,39000,-39000
TPEX,732289,順達元大4C購01,0,0,0,0,0,0,94000,167000,-73000
TPEX,732290,順達元大53購01,0,0,0,0,0,0,92000,7000,85000
TPEX,732291,優群元大49購02,0,0,0,0,0,0,0,230000,-230000
TPEX,732292,環球晶元大49購05,0,0,0,0,0,0,0,18000,-18000
TPEX,732293,M31元富49購01,0,0,0,0,0,0,80000,0,80000
TPEX,732295,M31元富4C購01,0,0,0,0,0,0,5000,0,5000
TPEX,732296,千附精元富49購01,0,0,0,0,0,0,42000,73000,-31000
TPEX,732300,新潤元富49購01,0,0,0,0,0,0,0,50000,-50000
TPEX,732301,新潤元富4A購01,0,0,0,0,0,0,0,48000,-48000
TPEX,732305,台半中信49購01,0,0,0,0,0,0,0,37000,-37000
TPEX,732310,順達永豐4C購01,0,0,0,0,0,0,143000,85000,58000
TPEX,732311,穩懋永豐4A購01,0,0,0,0,0,0,5000,0,5000
TPEX,732314,家登凱基49購06,0,0,0,0,0,0,856000,55000,801000
TPEX,732315,神準凱基4A購01,0,0,0,0,0,0,27000,0,27000
TPEX,732317,鈊象凱基51購04,0,0,0,0,0,0,30000,0,30000
TPEX,732318,群聯凱基51購01,0,0,0,0,0,0,0,20000,-20000
TPEX,732319,頎邦凱基49購01,0,0,0,0,0,0,92000,41000,51000
TPEX,732320,精剛凱基4A購02,0,0,0,0,0,0,0,559000,-559000
TPEX,732322,原相富邦49購03,0,0,0,0,0,0,9000,0,9000
TPEX,732323,千附精國票4C購01,0,0,0,0,0,0,0,25000,-25000
TPEX,732324,振曜國票4A購02,0,0,0,0,0,0,0,11000,-11000
TPEX,732326,高鋒國票4B購01,0,0,0,0,0,0,5000,20000,-15000
TPEX,732330,榮剛國票4B購01,0,0,0,0,0,0,0,6000,-6000
TPEX,732336,順達兆豐4B購03,0,0,0,0,0,0,146000,108000,38000
TPEX,732339,千附精群益51購01,0,0,0,0,0,0,62000,52000,10000
TPEX,732340,元太群益49購06,0,0,0,0,0,0,0,1000,-1000
TPEX,732342,台燿群益49購04,0,0,0,0,0,0,0,87000,-87000
TPEX,732343,旺矽群益49購07,0,0,0,0,0,0,29000,21000,8000
TPEX,732346,順達群益49購03,0,0,0,0,0,0,0,211000,-211000
TPEX,732350,千附精元富49購02,0,0,0,0,0,0,0,75000,-75000
TPEX,732355,原相元富49購03,0,0,0,0,0,0,30000,10000,20000
TPEX,732356,家登元富49購02,0,0,0,0,0,0,0,52000,-52000
TPEX,732357,博智元富4C購01,0,0,0,0,0,0,0,75000,-75000
TPEX,732364,榮剛永豐49購02,0,0,0,0,0,0,110000,0,110000
TPEX,732365,叡揚永豐49購01,0,0,0,0,0,0,1000,0,1000
TPEX,732366,雙鴻永豐4B購02,0,0,0,0,0,0,35000,82000,-47000
TPEX,732368,湧德元大49購08,0,0,0,0,0,0,0,20000,-20000
TPEX,732369,順達元大4A購02,0,0,0,0,0,0,186000,212000,-26000
TPEX,732370,順達元大4C購02,0,0,0,0,0,0,81000,240000,-159000
TPEX,732371,順達元大53購02,0,0,0,0,0,0,92000,168000,-76000
TPEX,732375,鑫聯元大49購01,0,0,0,0,0,0,40000,249000,-209000
TPEX,732378,世界群益49購02,0,0,0,0,0,0,0,22000,-22000
TPEX,732381,鈊象群益49購13,0,0,0,0,0,0,5000,0,5000
TPEX,732382,群聯群益4A購02,0,0,0,0,0,0,0,58000,-58000
TPEX,732384,天品國泰4A購02,0,0,0,0,0,0,56000,0,56000
TPEX,732385,天品凱基49購02,0,0,0,0,0,0,0,30000,-30000
TPEX,732386,鈊象凱基4C購03,0,0,0,0,0,0,0,6000,-6000
TPEX,732388,環球晶富邦4C購01,0,0,0,0,0,0,14000,94000,-80000
TPEX,732389,天品統一53購01,0,0,0,0,0,0,0,55000,-55000
TPEX,732392,M31元富49購04,0,0,0,0,0,0,1000,32000,-31000
TPEX,732400,茂訊元富4C購01,0,0,0,0,0,0,15000,0,15000
TPEX,732401,家登元富4A購02,0,0,0,0,0,0,20000,20000,0
TPEX,732403,天品永豐4A購01,0,0,0,0,0,0,24000,0,24000
TPEX,732405,旺矽永豐49購04,0,0,0,0,0,0,49000,35000,14000
TPEX,732407,原相永豐4C購01,0,0,0,0,0,0,0,3000,-3000
TPEX,732408,家登永豐4A購01,0,0,0,0,0,0,0,31000,-31000
TPEX,732409,康全電永豐4C購01,0,0,0,0,0,0,64000,1310000,-1246000
TPEX,732411,璟德永豐4C購01,0,0,0,0,0,0,15000,19000,-4000
TPEX,732412,雙鴻永豐49購03,0,0,0,0,0,0,0,194000,-194000
TPEX,732413,友輝元大4C購01,0,0,0,0,0,0,1000,45000,-44000
TPEX,732415,茂達元大49購01,0,0,0,0,0,0,110000,405000,-295000
TPEX,732416,鈊象元大49購35,0,0,0,0,0,0,0,83000,-83000
TPEX,732417,鈊象元大49購36,0,0,0,0,0,0,0,3000,-3000
TPEX,732418,鈊象元大49購37,0,0,0,0,0,0,350000,47000,303000
TPEX,732419,精剛元大49購01,0,0,0,0,0,0,510000,8000,502000
TPEX,732420,環球晶元大49購07,0,0,0,0,0,0,4000,0,4000
TPEX,732425,天品國票53購01,0,0,0,0,0,0,0,1000,-1000
TPEX,732431,東友國票4A購01,0,0,0,0,0,0,2000,10000,-8000
TPEX,732432,茂達國票4A購01,0,0,0,0,0,0,0,49000,-49000
TPEX,732433,博智國票4A購02,0,0,0,0,0,0,0,23000,-23000
TPEX,732434,湧德國票4C購01,0,0,0,0,0,0,0,8000,-8000
TPEX,732436,新復興國票4C購04,0,0,0,0,0,0,520000,20000,500000
TPEX,732438,萬泰科國票4A購01,0,0,0,0,0,0,0,30000,-30000
TPEX,732439,精測國票4A購02,0,0,0,0,0,0,1000,100000,-99000
TPEX,732440,撼訊國票4A購01,0,0,0,0,0,0,17000,5000,12000
TPEX,732444,威剛台新49購01,0,0,0,0,0,0,0,12000,-12000
TPEX,732446,弘塑凱基4A購04,0,0,0,0,0,0,0,422000,-422000
TPEX,732447,欣銓凱基52購01,0,0,0,0,0,0,0,180000,-180000
TPEX,732448,金居凱基49購01,0,0,0,0,0,0,0,6000,-6000
TPEX,732449,威剛凱基4C購01,0,0,0,0,0,0,96000,63000,33000
TPEX,732450,茂達凱基4A購01,0,0,0,0,0,0,0,1000,-1000
TPEX,732452,榮剛凱基4C購01,0,0,0,0,0,0,5000,163000,-158000
TPEX,732453,環球晶凱基49購06,0,0,0,0,0,0,0,31000,-31000
TPEX,732454,鈊象兆豐4C購01,0,0,0,0,0,0,0,30000,-30000
TPEX,732457,環球晶群益4A購03,0,0,0,0,0,0,1000,1000,0
TPEX,732460,弘塑元大49購06,0,0,0,0,0,0,4000,48000,-44000
TPEX,732461,正德元大49購06,0,0,0,0,0,0,299000,99000,200000
TPEX,732462,順達元大4C購03,0,0,0,0,0,0,0,271000,-271000
TPEX,732463,群聯元大4A購01,0,0,0,0,0,0,0,285000,-285000
TPEX,732465,雙鴻元大49購12,0,0,0,0,0,0,0,113000,-113000
TPEX,732468,神盾統一56購03,0,0,0,0,0,0,1000,10000,-9000
TPEX,732469,友威科元富49購02,0,0,0,0,0,0,5000,35000,-30000
TPEX,732470,萬潤元富49購02,0,0,0,0,0,0,23000,5000,18000
TPEX,732473,系統電永豐4C購01,0,0,0,0,0,0,0,1000,-1000
TPEX,732475,鈊象永豐49購03,0,0,0,0,0,0,55000,127000,-72000
TPEX,732477,群聯永豐49購02,0,0,0,0,0,0,0,22000,-22000
TPEX,732478,璟德永豐4C購02,0,0,0,0,0,0,20000,0,20000
TPEX,732482,錦明國票4A購01,0,0,0,0,0,0,0,19000,-19000
TPEX,732484,旺矽凱基52購01,0,0,0,0,0,0,0,9000,-9000
TPEX,732485,信紘科凱基4A購02,0,0,0,0,0,0,18000,0,18000
TPEX,732487,新潤凱基4B購01,0,0,0,0,0,0,10000,53000,-43000
TPEX,732488,群聯凱基4B購04,0,0,0,0,0,0,0,75000,-75000
TPEX,732490,精測凱基4A購01,0,0,0,0,0,0,0,8000,-8000
TPEX,732491,雙鴻凱基51購02,0,0,0,0,0,0,0,23000,-23000
TPEX,732494,精測國泰4B購01,0,0,0,0,0,0,0,4000,-4000
TPEX,732495,旺矽富邦4C購01,0,0,0,0,0,0,19000,19000,0
TPEX,732496,家登富邦4C購01,0,0,0,0,0,0,153000,383000,-230000
TPEX,732504,金益鼎群益4A購01,0,0,0,0,0,0,0,330000,-330000
TPEX,732505,金麗科群益4A購02,0,0,0,0,0,0,2000,102000,-100000
TPEX,732506,茂達群益4A購01,0,0,0,0,0,0,0,43000,-43000
TPEX,732510,精剛群益4A購02,0,0,0,0,0,0,110000,91000,19000
TPEX,732513,台燿元大4A購01,0,0,0,0,0,0,147000,61000,86000
TPEX,732516,順達元大4A購03,0,0,0,0,0,0,5000,0,5000
TPEX,732517,鈊象元大4A購09,0,0,0,0,0,0,10000,51000,-41000
TPEX,732518,鈊象元大4A購10,0,0,0,0,0,0,0,67000,-67000
TPEX,732519,弘塑統一54購01,0,0,0,0,0,0,0,10000,-10000
TPEX,732530,精剛中信4B購01,0,0,0,0,0,0,0,2000,-2000
TPEX,732531,邦特永豐4B購01,0,0,0,0,0,0,20000,0,20000
TPEX,732532,其陽永豐4B購01,0,0,0,0,0,0,0,46000,-46000
TPEX,732533,金麗科永豐4C購02,0,0,0,0,0,0,5000,0,5000
TPEX,732536,福華永豐4B購01,0,0,0,0,0,0,0,30000,-30000
TPEX,732539,金麗科國票4C購01,0,0,0,0,0,0,0,20000,-20000
TPEX,732540,振曜國票4C購01,0,0,0,0,0,0,69000,23000,46000
TPEX,732542,璟德國票51購01,0,0,0,0,0,0,0,1000,-1000
TPEX,732543,金麗科國泰4B購01,0,0,0,0,0,0,40000,30000,10000
TPEX,732544,神盾統一54購02,0,0,0,0,0,0,0,195000,-195000
TPEX,732545,晟德統一5A購01,0,0,0,0,0,0,0,10000,-10000
TPEX,732546,金益鼎凱基4A購01,0,0,0,0,0,0,45000,62000,-17000
TPEX,732550,博智凱基4A購01,0,0,0,0,0,0,40000,0,40000
TPEX,732552,璟德凱基4C購01,0,0,0,0,0,0,5000,0,5000
TPEX,732553,凡甲群益4A購02,0,0,0,0,0,0,0,20000,-20000
TPEX,732556,旺矽群益4A購03,0,0,0,0,0,0,56000,212000,-156000
TPEX,732557,信紘科群益4A購03,0,0,0,0,0,0,5000,36000,-31000
TPEX,732560,群聯群益4A購03,0,0,0,0,0,0,20000,43000,-23000
TPEX,732561,雙鴻群益4A購04,0,0,0,0,0,0,10000,30000,-20000
