code,name,net_foreign,net_investment,net_dealer,net_total
2441,超豐            ,-11709.0,0.0,0.0,-11709.0
2032,新鋼            ,-38047.0,0.0,0.0,-38047.0
910861,神州-DR         ,-32000.0,0.0,0.0,-32000.0
8464,億豐            ,334363.0,0.0,-369000.0,-34637.0
1451,年興            ,-34953.0,0.0,0.0,-34953.0
6591,動力-KY         ,-28001.0,0.0,0.0,-28001.0
1727,中華化          ,-37007.0,0.0,0.0,-37007.0
1806,冠軍            ,-38606.0,0.0,0.0,-38606.0
3030,德律            ,-35527.0,0.0,0.0,-35527.0
2420,新巨            ,-32539.0,0.0,0.0,-32539.0
1472,三洋實業        ,-34955.0,0.0,0.0,-34955.0
2029,盛餘            ,-33039.0,0.0,0.0,-33039.0
6224,聚鼎            ,-36485.0,0.0,0.0,-36485.0
"=""00668""",國泰美國道瓊    ,6.0,0.0,0.0,6.0
3094,聯傑            ,-40019.0,0.0,0.0,-40019.0
2323,中環            ,-101206.0,0.0,0.0,-101206.0
2545,皇翔            ,-41393.0,0.0,0.0,-41393.0
6117,迎廣            ,-38718.0,0.0,0.0,-38718.0
6414,樺漢            ,-22886.0,0.0,-5000.0,-27886.0
5706,鳳凰            ,-43945.0,0.0,0.0,-43945.0
2059,川湖            ,23662.0,0.0,-76000.0,-52338.0
8467,波力-KY         ,-41078.0,0.0,0.0,-41078.0
2477,美隆電          ,-21450.0,0.0,0.0,-21450.0
1101B,台泥乙特        ,0.0,0.0,0.0,0.0
6120,達運            ,-16000.0,0.0,0.0,-16000.0
6416,瑞祺電通        ,-45093.0,0.0,0.0,-45093.0
8028,昇陽半導體      ,-23992.0,0.0,0.0,-23992.0
2442,新美齊          ,-23813.0,0.0,0.0,-23813.0
3311,閎暉            ,-46301.0,0.0,0.0,-46301.0
"=""00702""",國泰標普低波高息,-75950.0,0.0,0.0,-75950.0
4438,廣越            ,-46000.0,0.0,0.0,-46000.0
8011,台通            ,-19497.0,0.0,0.0,-19497.0
3010,華立            ,-30702.0,0.0,0.0,-30702.0
1503,士電            ,-53992.0,0.0,0.0,-53992.0
6994,富威電力        ,-50000.0,0.0,0.0,-50000.0
"=""00738U""",期元大道瓊白銀  ,-80000.0,0.0,0.0,-80000.0
3003,健和興          ,-54634.0,0.0,0.0,-54634.0
4583,台灣精銳        ,-69446.0,0.0,0.0,-69446.0
"=""00643""",群益深証中小    ,-376000.0,0.0,0.0,-376000.0
3024,憶聲            ,-52187.0,0.0,0.0,-52187.0
5222,全訊            ,-57860.0,0.0,-4000.0,-61860.0
"=""00963""",中信全球高股息  ,-335000.0,0.0,0.0,-335000.0
6278,台表科          ,-19662.0,0.0,0.0,-19662.0
6830,汎銓            ,-59343.0,0.0,0.0,-59343.0
9955,佳龍            ,-60031.0,0.0,0.0,-60031.0
3138,耀登            ,-62437.0,0.0,0.0,-62437.0
2516,新建            ,-67000.0,0.0,0.0,-67000.0
2038,海光            ,-64055.0,0.0,0.0,-64055.0
1305,華夏            ,-115987.0,0.0,0.0,-115987.0
3563,牧德            ,-78049.0,0.0,0.0,-78049.0
3042,晶技            ,-46130.0,0.0,-8000.0,-54130.0
3050,鈺德            ,-70010.0,0.0,0.0,-70010.0
8110,華東            ,-83000.0,0.0,0.0,-83000.0
6885,全福生技        ,-72000.0,0.0,0.0,-72000.0
1409,新纖            ,-33732.0,0.0,0.0,-33732.0
6152,百一            ,-74000.0,0.0,0.0,-74000.0
3046,建            ,-74000.0,0.0,0.0,-74000.0
"=""00678""",群益那斯達克生技,-2000.0,0.0,0.0,-2000.0
"=""00737""",國泰AI機器人    ,-95000.0,0.0,0.0,-95000.0
910322,康師傅-DR       ,-78000.0,0.0,0.0,-78000.0
1714,和桐            ,-87950.0,0.0,0.0,-87950.0
4960,誠美材          ,-67021.0,0.0,0.0,-67021.0
2428,興勤            ,-82993.0,0.0,0.0,-82993.0
8473,山林水          ,-79309.0,0.0,0.0,-79309.0
2031,新光鋼          ,-72976.0,0.0,0.0,-72976.0
2371,大同            ,129441.0,0.0,0.0,129441.0
9935,慶豐富          ,-64770.0,0.0,0.0,-64770.0
9939,宏全            ,-85206.0,0.0,-3000.0,-88206.0
2233,宇隆            ,-82822.0,0.0,0.0,-82822.0
"=""00693U""",期街口S&P黃豆   ,-38000.0,0.0,0.0,-38000.0
1795,美時            ,-81095.0,0.0,0.0,-81095.0
3041,揚智            ,-101621.0,0.0,0.0,-101621.0
2349,錸德            ,-99412.0,0.0,0.0,-99412.0
5434,崇越            ,83008.0,0.0,-164000.0,-80992.0
6153,嘉聯益          ,-115863.0,0.0,0.0,-115863.0
6472,保瑞            ,-74900.0,0.0,0.0,-74900.0
3356,奇偶            ,-93286.0,0.0,0.0,-93286.0
3022,威強電          ,-97251.0,0.0,0.0,-97251.0
1590,亞德客-KY       ,-176925.0,0.0,76000.0,-100925.0
1809,中釉            ,-101057.0,0.0,0.0,-101057.0
6438,迅得            ,-4822.0,0.0,-78000.0,-82822.0
9910,豐泰            ,2781.0,0.0,0.0,2781.0
1466,聚隆            ,-106512.0,0.0,0.0,-106512.0
1608,華榮            ,-96029.0,0.0,0.0,-96029.0
3312,弘憶股          ,-111028.0,0.0,0.0,-111028.0
8072,陞泰            ,-93107.0,0.0,0.0,-93107.0
2436,偉詮電          ,-116036.0,0.0,0.0,-116036.0
"=""00639""",富邦深100       ,-142000.0,0.0,0.0,-142000.0
1337,再生-KY         ,-116323.0,0.0,0.0,-116323.0
3443,創意            ,-108190.0,0.0,1000.0,-107190.0
6670,復盛應用        ,-32794.0,0.0,-75000.0,-107794.0
1532,勤美            ,-352797.0,0.0,208074.0,-144723.0
"=""00960""",野村全球航運龍頭,3000.0,0.0,0.0,3000.0
"=""0061""",元大寶滬深      ,-46000.0,0.0,0.0,-46000.0
2464,盟立            ,-117159.0,0.0,0.0,-117159.0
7705,三商餐飲        ,-126000.0,0.0,0.0,-126000.0
4766,南寶            ,-125838.0,0.0,1000.0,-124838.0
3014,聯陽            ,-127987.0,0.0,-3670.0,-131657.0
1529,樂事綠能        ,-150827.0,0.0,0.0,-150827.0
3708,上緯投控        ,-131034.0,0.0,0.0,-131034.0
2426,鼎元            ,-159299.0,0.0,0.0,-159299.0
6541,泰福-KY         ,-135780.0,0.0,0.0,-135780.0
"=""00683L""",期元大美元指正2 ,-36000.0,0.0,0.0,-36000.0
6446,藥華藥          ,32440.0,0.0,-174055.0,-141615.0
1231,聯華食          ,-142950.0,0.0,0.0,-142950.0
2385,群光            ,-113769.0,0.0,-20000.0,-133769.0
3051,力特            ,-140761.0,0.0,0.0,-140761.0
2534,宏盛            ,-78854.0,0.0,0.0,-78854.0
6691,洋基工程        ,-143233.0,0.0,0.0,-143233.0
1526,日馳            ,-140953.0,0.0,0.0,-140953.0
6768,志強-KY         ,-144660.0,0.0,0.0,-144660.0
6415,矽力*-KY        ,-92757.0,0.0,-41000.0,-133757.0
6706,惠特            ,-151750.0,0.0,0.0,-151750.0
"=""00908""",富邦入息REITs+  ,59000.0,0.0,0.0,59000.0
"=""00635U""",期元大S&P黃金   ,526900.0,0.0,0.0,526900.0
6834,天二科技        ,-164365.0,0.0,0.0,-164365.0
6668,中揚光          ,-163903.0,0.0,0.0,-163903.0
1314,中石化          ,-117997.0,0.0,0.0,-117997.0
2492,華新科          ,78045.0,0.0,0.0,78045.0
"=""00916""",國泰全球品牌50  ,-484000.0,0.0,0.0,-484000.0
1597,直得            ,-134891.0,0.0,0.0,-134891.0
6782,視陽            ,-130453.0,0.0,-50000.0,-180453.0
"=""00636""",國泰中國A50     ,-221000.0,0.0,0.0,-221000.0
3653,健策            ,-288569.0,0.0,108000.0,-180569.0
6873,泓德能源        ,-175600.0,0.0,0.0,-175600.0
1464,得力            ,-175000.0,0.0,0.0,-175000.0
2852,第一保          ,-160086.0,0.0,0.0,-160086.0
2530,華建            ,-192481.0,0.0,0.0,-192481.0
6139,亞翔            ,-189050.0,0.0,-23000.0,-212050.0
"=""00917""",中信特選金融    ,-261000.0,0.0,0.0,-261000.0
2231,為升            ,-197235.0,0.0,0.0,-197235.0
2395,研華            ,67320.0,0.0,-272098.0,-204778.0
"=""00898""",國泰基因免疫革命,-122000.0,0.0,0.0,-122000.0
8215,明基材          ,762033.0,0.0,-973535.0,-211502.0
"=""00700""",富邦琤肭磪    ,-37000.0,0.0,0.0,-37000.0
3037,欣興            ,-166426.0,0.0,-277.0,-166703.0
2468,華經            ,-218332.0,0.0,0.0,-218332.0
6550,北極星藥業-KY   ,-219893.0,0.0,0.0,-219893.0
3528,安馳            ,-272138.0,0.0,0.0,-272138.0
8374,羅昇            ,-225887.0,0.0,0.0,-225887.0
2538,基泰            ,-221010.0,0.0,0.0,-221010.0
6176,瑞儀            ,-86000.0,0.0,-177287.0,-263287.0
2401,凌陽            ,-228200.0,0.0,0.0,-228200.0
4967,十銓            ,-227083.0,0.0,0.0,-227083.0
"=""00709""",富邦歐洲        ,-2754.0,0.0,0.0,-2754.0
3413,京鼎            ,-225838.0,0.0,0.0,-225838.0
1711,永光            ,-271127.0,0.0,0.0,-271127.0
"=""00654R""",富邦印度反1     ,0.0,0.0,0.0,0.0
"=""00865B""",國泰US短期公債  ,0.0,0.0,0.0,0.0
1319,東陽            ,339807.0,0.0,-725000.0,-385193.0
"=""00653L""",富邦印度正2     ,-85000.0,0.0,0.0,-85000.0
1524,耿鼎            ,-245349.0,0.0,0.0,-245349.0
4915,致伸            ,-270493.0,0.0,-12000.0,-282493.0
8996,高力            ,-276069.0,0.0,7000.0,-269069.0
6197,佳必琪          ,-270666.0,0.0,0.0,-270666.0
4576,大銀微系統      ,-264057.0,0.0,0.0,-264057.0
2486,一詮            ,-255207.0,0.0,0.0,-255207.0
4977,眾達-KY         ,-305998.0,0.0,0.0,-305998.0
1718,中纖            ,-307437.0,0.0,0.0,-307437.0
6558,興能高          ,-280166.0,0.0,0.0,-280166.0
6781,AES-KY          ,-259785.0,0.0,-17000.0,-276785.0
3533,嘉澤            ,-39558.0,0.0,-250900.0,-290458.0
1786,科妍            ,-294081.0,0.0,0.0,-294081.0
4927,泰鼎-KY         ,-309084.0,0.0,0.0,-309084.0
"=""00652""",富邦印度        ,-201790.0,0.0,0.0,-201790.0
2211,長榮鋼          ,-459516.0,0.0,162707.0,-296809.0
"=""00852L""",國泰美國道瓊正2 ,-98000.0,0.0,0.0,-98000.0
6753,龍德造船        ,-311002.0,0.0,-6000.0,-317002.0
4532,瑞智            ,-305298.0,0.0,0.0,-305298.0
2204,中華            ,-284547.0,0.0,-51876.0,-336423.0
2365,昆盈            ,-343891.0,0.0,0.0,-343891.0
2548,華固            ,-379982.0,0.0,0.0,-379982.0
3605,宏致            ,-494844.0,0.0,0.0,-494844.0
2606,裕民            ,-305765.0,0.0,-43000.0,-348765.0
2637,慧洋-KY         ,-316075.0,0.0,-28000.0,-344075.0
4526,東台            ,-364000.0,0.0,0.0,-364000.0
2465,麗臺            ,-355000.0,0.0,0.0,-355000.0
1326,台化            ,-425883.0,0.0,-15000.0,-440883.0
3673,TPK-KY          ,-334642.0,0.0,0.0,-334642.0
9958,世紀鋼          ,-389229.0,0.0,0.0,-389229.0
2359,所羅門          ,-520700.0,0.0,0.0,-520700.0
6805,富世達          ,-827345.0,0.0,395000.0,-432345.0
3060,銘異            ,-391121.0,0.0,0.0,-391121.0
3711,日月光投控      ,-357799.0,0.0,-57688.0,-415487.0
4904,遠傳            ,-401011.0,0.0,-36377.0,-437388.0
8104,錸寶            ,-401328.0,0.0,0.0,-401328.0
4916,事欣科          ,-375135.0,0.0,0.0,-375135.0
2466,冠西電          ,-407679.0,0.0,0.0,-407679.0
3167,大量            ,-416145.0,0.0,0.0,-416145.0
8249,菱光            ,-420640.0,0.0,0.0,-420640.0
6790,永豐實          ,191000.0,0.0,-626492.0,-435492.0
2484,希華            ,-451068.0,0.0,0.0,-451068.0
2883B,凱基金乙特      ,-357000.0,0.0,0.0,-357000.0
1536,和大            ,-614200.0,0.0,41000.0,-573200.0
"=""00972""",野村日本動能高息,238000.0,0.0,0.0,238000.0
3034,聯詠            ,-201778.0,0.0,-283516.0,-485294.0
3705,永信            ,-484969.0,0.0,0.0,-484969.0
"=""00897""",富邦基因免疫生技,-900000.0,0.0,0.0,-900000.0
2528,皇普            ,-417533.0,0.0,0.0,-417533.0
2327,國巨            ,-423991.0,0.0,-1364.0,-425355.0
8114,振樺電          ,-476706.0,0.0,0.0,-476706.0
4938,和碩            ,-413738.0,0.0,-52435.0,-466173.0
6695,芯鼎            ,-483819.0,0.0,0.0,-483819.0
6936,永鴻生技        ,-500000.0,0.0,0.0,-500000.0
2425,承啟            ,-501002.0,0.0,0.0,-501002.0
2540,愛山林          ,-498019.0,0.0,0.0,-498019.0
2387,精元            ,-492976.0,0.0,0.0,-492976.0
"=""00676R""",富邦臺灣加權反1 ,0.0,0.0,0.0,0.0
"=""00926""",凱基全球菁英55  ,-940900.0,0.0,0.0,-940900.0
8103,瀚荃            ,-508883.0,0.0,0.0,-508883.0
4958,臻鼎-KY         ,-450472.0,0.0,-16000.0,-466472.0
1736,喬山            ,-598823.0,0.0,68000.0,-530823.0
1810,和成            ,-540477.0,0.0,0.0,-540477.0
1522,堤維西          ,-538058.0,0.0,0.0,-538058.0
3617,碩天            ,-405496.0,0.0,-100000.0,-505496.0
4545,銘鈺            ,-551136.0,0.0,0.0,-551136.0
2353,宏            ,-315012.0,0.0,-29000.0,-344012.0
4562,穎漢            ,-580000.0,0.0,0.0,-580000.0
1618,合機            ,-576006.0,0.0,0.0,-576006.0
3447,展達            ,-575000.0,0.0,0.0,-575000.0
"=""00763U""",期街口道瓊銅    ,-72000.0,0.0,0.0,-72000.0
6789,采鈺            ,-606076.0,0.0,0.0,-606076.0
3047,訊舟            ,-597134.0,0.0,0.0,-597134.0
2472,立隆電          ,-593984.0,0.0,0.0,-593984.0
"=""00708L""",期元大S&P黃金正2,-101000.0,0.0,0.0,-101000.0
"=""009801""",中信美國創新科技,-2330000.0,0.0,0.0,-2330000.0
"=""00956""",中信日經高股息  ,-94000.0,0.0,0.0,-94000.0
"=""00670L""",富邦NASDAQ正2   ,-187000.0,0.0,0.0,-187000.0
1514,亞力            ,-680187.0,0.0,0.0,-680187.0
1721,三晃            ,-757411.0,0.0,0.0,-757411.0
9802,鈺齊-KY         ,86144.0,0.0,-755000.0,-668856.0
1218,泰山            ,-691787.0,0.0,0.0,-691787.0
3702,大聯大          ,-662502.0,0.0,-52000.0,-714502.0
8033,雷虎            ,-757042.0,0.0,0.0,-757042.0
2630,亞航            ,-655112.0,0.0,0.0,-655112.0
6890,來億-KY         ,-844199.0,0.0,0.0,-844199.0
1308,亞聚            ,1133617.0,0.0,-2029882.0,-896265.0
3661,世芯-KY         ,-905953.0,0.0,5684.0,-900269.0
3712,永崴投控        ,-1005027.0,0.0,128545.0,-876482.0
2867,三商壽          ,-914000.0,0.0,0.0,-914000.0
3045,台灣大          ,-1249258.0,0.0,256684.0,-992574.0
3376,新日興          ,-878481.0,0.0,-41000.0,-919481.0
2374,佳能            ,-1050687.0,0.0,0.0,-1050687.0
6206,飛捷            ,-802390.0,0.0,-220000.0,-1022390.0
5521,工信            ,-979010.0,0.0,0.0,-979010.0
6177,達麗            ,-955281.0,0.0,0.0,-955281.0
"=""00830""",國泰費城半導體  ,-4655632.0,0.0,0.0,-4655632.0
1402,遠東新          ,-742893.0,0.0,-327000.0,-1069893.0
3032,偉訓            ,-1119380.0,0.0,0.0,-1119380.0
2049,上銀            ,-1190288.0,0.0,0.0,-1190288.0
"=""00900""",富邦特選高股息30,1462000.0,0.0,0.0,1462000.0
2312,金寶            ,-1301221.0,0.0,0.0,-1301221.0
1513,中興電          ,-1280921.0,0.0,-19000.0,-1299921.0
"=""00752""",中信中國50      ,-509000.0,0.0,0.0,-509000.0
2498,宏達電          ,-1267620.0,0.0,29000.0,-1238620.0
6215,和椿            ,-1485740.0,0.0,0.0,-1485740.0
"=""00949""",復華日本龍頭    ,-1042985.0,0.0,0.0,-1042985.0
"=""00757""",統一FANG+       ,-853268.0,0.0,0.0,-853268.0
3013,晟銘電          ,-1582787.0,0.0,34000.0,-1548787.0
8222,寶一            ,-1668593.0,0.0,0.0,-1668593.0
2344,華邦電          ,-1888900.0,0.0,0.0,-1888900.0
"=""00924""",復華S&P500成長  ,-1709062.0,0.0,0.0,-1709062.0
"=""00673R""",期元大S&P原油反1,-40000.0,0.0,0.0,-40000.0
"=""009800""",中信NASDAQ      ,-1690000.0,0.0,0.0,-1690000.0
2547,日勝生          ,-1827818.0,0.0,0.0,-1827818.0
2634,漢翔            ,-2131903.0,0.0,-41000.0,-2172903.0
2354,鴻準            ,-2062903.0,0.0,0.0,-2062903.0
2399,映泰            ,-2287860.0,0.0,0.0,-2287860.0
"=""00641R""",富邦日本反1     ,0.0,0.0,0.0,0.0
2429,銘旺科          ,-2523047.0,0.0,0.0,-2523047.0
"=""00891""",中信關鍵半導體  ,333000.0,0.0,0.0,333000.0
"=""00688L""",國泰20年美債正2 ,81000.0,0.0,0.0,81000.0
"=""00646""",元大S&P500      ,-207975.0,0.0,0.0,-207975.0
2014,中鴻            ,-3029000.0,0.0,-12000.0,-3041000.0
"=""00882""",中信中國高股息  ,-2292000.0,0.0,0.0,-2292000.0
"=""00713""",元大台灣高息低波,-369325.0,0.0,160000.0,-209325.0
2313,華通            ,-4061775.0,0.0,8000.0,-4053775.0
"=""00945B""",凱基美國非投等債,-5393000.0,0.0,0.0,-5393000.0
2618,長榮航          ,-4653916.0,0.0,-305000.0,-4958916.0
"=""00664R""",國泰臺灣加權反1 ,0.0,0.0,0.0,0.0
"=""00680L""",元大美債20正2   ,580000.0,0.0,0.0,580000.0
"=""00980A""",主動野村臺灣優選,5000.0,0.0,0.0,5000.0
"=""00919""",群益台灣精選高息,-3459455.0,0.0,0.0,-3459455.0
2331,精英            ,-5645692.0,0.0,0.0,-5645692.0
"=""00650L""",復華香港正2     ,-2059000.0,0.0,0.0,-2059000.0
"=""00953B""",群益優選非投等債,-7328000.0,0.0,0.0,-7328000.0
"=""00632R""",元大台灣50反1   ,13881000.0,0.0,0.0,13881000.0
2408,南亞科          ,-6432085.0,0.0,-15000.0,-6447085.0
"=""00712""",復華富時不動產  ,-5744730.0,0.0,0.0,-5744730.0
"=""00665L""",富邦琤肭磪囓2 ,-3764000.0,0.0,0.0,-3764000.0
2027,大成鋼          ,-2778254.0,0.0,-4876000.0,-7654254.0
2882,國泰金          ,-4471262.0,0.0,-4401962.0,-8873224.0
"=""00674R""",期元大S&P黃金反1,-111000.0,0.0,0.0,-111000.0
"=""00753L""",中信中國50正2   ,-4985000.0,0.0,0.0,-4985000.0
3706,神達            ,-11453390.0,0.0,0.0,-11453390.0
"=""00706L""",期元大S&P日圓正2,-920000.0,0.0,0.0,-920000.0
9105,泰金寶-DR       ,-14099850.0,0.0,0.0,-14099850.0
2881,富邦金          ,-13957791.0,0.0,-2463120.0,-16420911.0
"=""00878""",國泰永續高股息  ,630422.0,0.0,0.0,630422.0
3481,群創            ,-27248121.0,0.0,2295000.0,-24953121.0
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,
